Age,Gender,Course,InternetAccess,SleepQuality,StudyMethod,FacilityRating,ExamDifficulty,Grade,StudyLevel,SleepLevel,AttendanceLevel
19,female,bsc,yes,poor,groupstudy,medium,easy,C,high,good,medium
21,female,diploma,yes,good,coaching,medium,easy,A,high,bad,low
23,male,ba,yes,good,mixed,high,moderate,A,high,regular,medium
23,male,diploma,yes,good,selfstudy,medium,moderate,C,high,bad,low
17,male,bcom,no,average,coaching,low,hard,A,high,regular,medium
23,other,diploma,no,poor,online,high,moderate,C,high,good,low
24,male,bba,yes,average,mixed,medium,moderate,C,medium,good,medium
22,female,bsc,yes,average,selfstudy,low,moderate,B,medium,good,medium
18,other,bsc,yes,good,online,low,moderate,A,high,regular,high
22,female,bsc,yes,poor,selfstudy,low,moderate,F,low,regular,medium
22,male,bcom,yes,poor,online,medium,hard,D,medium,good,medium
22,other,btech,yes,average,mixed,low,hard,A,high,good,medium
20,male,ba,yes,average,selfstudy,low,moderate,F,low,bad,low
21,other,bba,yes,average,selfstudy,low,moderate,B,high,regular,high
22,other,bca,yes,average,mixed,medium,moderate,A,high,regular,low
20,female,diploma,yes,good,mixed,medium,hard,D,medium,good,medium
23,male,bca,no,average,coaching,high,moderate,B,high,regular,low
22,female,diploma,yes,poor,online,medium,moderate,F,low,bad,medium
19,male,bba,yes,good,selfstudy,medium,moderate,A,high,bad,medium
21,other,bca,no,poor,coaching,high,easy,F,low,regular,low
23,other,bca,yes,good,selfstudy,high,hard,F,low,bad,high
20,other,bca,no,poor,online,medium,moderate,B,medium,regular,high
22,other,bcom,yes,poor,selfstudy,low,easy,F,high,good,low
18,male,ba,yes,good,coaching,medium,easy,B,high,good,low
20,male,diploma,yes,poor,coaching,high,moderate,A,medium,regular,low
22,female,ba,yes,good,groupstudy,high,hard,A,high,bad,high
24,female,bba,yes,poor,mixed,low,easy,D,medium,regular,medium
22,other,bba,yes,average,coaching,high,easy,A,high,good,high
22,female,bsc,yes,good,mixed,high,moderate,D,low,regular,medium
19,other,btech,yes,poor,mixed,medium,moderate,C,high,good,low
22,female,bba,yes,average,selfstudy,high,moderate,B,high,good,low
19,male,bca,yes,good,coaching,medium,moderate,A,high,good,low
17,male,bba,yes,average,selfstudy,high,easy,D,medium,good,medium
18,female,bba,yes,average,online,high,hard,A,high,regular,high
21,male,btech,yes,good,online,low,moderate,D,low,good,medium
24,female,bsc,yes,good,selfstudy,medium,easy,F,low,good,low
20,female,bca,no,average,mixed,low,easy,F,medium,bad,medium
23,male,bba,no,good,groupstudy,medium,hard,A,high,good,medium
23,female,bsc,yes,good,groupstudy,high,easy,A,high,good,medium
21,other,bba,no,good,coaching,medium,easy,A,medium,bad,medium
23,male,btech,yes,average,selfstudy,medium,easy,C,high,regular,medium
20,female,bca,yes,poor,selfstudy,high,easy,F,medium,good,low
20,other,btech,yes,average,mixed,high,hard,D,low,good,medium
22,male,bca,yes,good,online,low,moderate,C,high,good,low
22,other,bsc,yes,good,groupstudy,medium,hard,C,low,regular,medium
21,female,bsc,yes,average,selfstudy,low,hard,C,high,good,medium
20,male,diploma,yes,average,selfstudy,low,easy,F,low,good,medium
24,other,bca,yes,poor,mixed,low,moderate,F,medium,regular,medium
17,female,bcom,no,good,groupstudy,low,moderate,C,high,good,medium
17,other,bsc,yes,average,online,low,moderate,C,medium,good,high
20,female,btech,yes,good,coaching,medium,easy,A,high,bad,medium
17,other,bcom,no,good,groupstudy,low,hard,D,high,regular,medium
19,other,bba,yes,average,selfstudy,high,moderate,C,medium,good,low
21,other,ba,yes,average,mixed,medium,moderate,A,high,good,medium
20,female,diploma,yes,poor,coaching,medium,easy,D,low,good,low
18,other,bca,yes,poor,mixed,low,moderate,C,high,good,high
19,male,bsc,yes,poor,online,low,easy,F,medium,bad,low
21,female,diploma,yes,poor,coaching,high,easy,B,medium,regular,high
24,female,ba,no,good,mixed,medium,easy,C,medium,good,medium
23,male,btech,no,average,mixed,high,easy,A,high,good,high
21,other,bca,yes,average,groupstudy,medium,moderate,F,medium,regular,low
18,other,bca,yes,average,selfstudy,low,moderate,A,high,good,medium
18,other,bcom,yes,average,groupstudy,high,hard,C,medium,good,high
20,female,diploma,yes,poor,online,medium,moderate,F,medium,good,low
18,female,diploma,yes,good,online,low,moderate,B,high,good,low
22,female,diploma,yes,poor,mixed,high,easy,B,high,regular,high
19,other,diploma,yes,average,mixed,low,moderate,C,medium,good,high
23,other,bsc,yes,poor,groupstudy,medium,moderate,F,low,regular,low
19,male,ba,yes,average,online,medium,easy,D,high,regular,medium
20,female,bsc,yes,average,online,high,easy,C,high,regular,medium
22,male,bba,yes,good,mixed,medium,hard,A,high,good,low
18,other,ba,yes,average,coaching,medium,moderate,C,high,good,medium
23,female,diploma,yes,good,online,high,hard,F,medium,bad,low
21,female,diploma,yes,average,online,medium,moderate,B,medium,good,high
22,male,bcom,no,good,groupstudy,medium,hard,A,high,good,high
20,male,bcom,yes,poor,selfstudy,low,hard,F,low,regular,medium
24,other,btech,yes,average,coaching,high,easy,A,medium,regular,medium
23,other,ba,yes,poor,online,medium,hard,F,low,bad,high
18,female,bcom,yes,average,groupstudy,low,moderate,A,high,good,high
21,other,diploma,yes,good,online,low,moderate,F,low,regular,low
24,female,bca,yes,average,coaching,high,hard,B,high,good,low
19,female,ba,no,average,groupstudy,medium,moderate,F,low,good,medium
21,male,ba,yes,average,online,high,moderate,A,high,good,high
23,female,bba,no,poor,selfstudy,low,hard,B,high,good,low
19,male,diploma,yes,good,groupstudy,high,moderate,C,medium,good,low
21,male,diploma,yes,good,groupstudy,medium,moderate,F,low,bad,high
21,female,bcom,yes,average,mixed,low,moderate,F,medium,good,low
18,male,bcom,yes,poor,online,medium,easy,F,medium,good,low
18,other,bba,yes,poor,coaching,medium,moderate,A,high,bad,high
21,male,bsc,yes,good,selfstudy,medium,hard,C,high,regular,medium
18,other,btech,yes,good,online,medium,easy,B,high,good,medium
24,male,bsc,yes,good,coaching,high,easy,F,medium,regular,low
21,other,bcom,no,average,groupstudy,medium,moderate,F,low,good,low
22,female,bba,yes,average,coaching,medium,moderate,F,medium,regular,medium
20,other,bca,yes,poor,groupstudy,low,moderate,D,medium,good,medium
19,female,bsc,yes,good,online,medium,easy,B,high,good,high
20,female,btech,no,good,coaching,high,easy,A,medium,good,medium
22,male,bsc,yes,average,online,medium,hard,C,medium,good,medium
20,female,diploma,yes,average,online,low,easy,D,medium,bad,low
19,female,bsc,yes,good,groupstudy,medium,moderate,C,medium,regular,low
18,other,ba,yes,poor,coaching,low,moderate,B,high,good,medium
21,male,ba,yes,poor,mixed,high,moderate,C,low,good,medium
22,male,bsc,yes,good,selfstudy,high,easy,F,low,bad,low
21,male,bca,yes,average,groupstudy,low,moderate,F,low,regular,medium
19,male,btech,yes,average,groupstudy,medium,easy,D,medium,good,high
18,other,ba,yes,poor,online,medium,moderate,F,medium,good,low
20,male,bcom,yes,poor,online,medium,moderate,D,high,good,low
19,other,bca,yes,good,mixed,medium,easy,A,high,good,medium
18,male,bsc,yes,poor,coaching,high,easy,A,high,regular,medium
24,other,diploma,yes,average,mixed,medium,easy,F,low,regular,low
19,female,bca,no,poor,groupstudy,medium,easy,F,low,good,medium
19,male,bca,yes,poor,online,medium,easy,D,low,good,medium
21,female,ba,yes,poor,groupstudy,high,easy,C,high,regular,low
23,other,bba,yes,good,online,high,easy,F,medium,bad,high
20,other,bsc,yes,poor,coaching,high,easy,D,medium,good,low
22,male,btech,yes,good,coaching,high,hard,B,medium,good,high
17,female,bca,yes,average,coaching,high,hard,C,high,regular,low
21,female,ba,yes,average,groupstudy,high,easy,F,low,bad,low
17,female,bcom,yes,average,selfstudy,low,hard,D,medium,good,high
18,other,bsc,yes,poor,online,high,moderate,C,medium,good,medium
21,female,bba,yes,average,online,medium,moderate,F,medium,regular,low
18,female,ba,yes,poor,mixed,low,hard,A,high,good,high
17,female,bba,yes,good,groupstudy,high,moderate,B,medium,regular,medium
18,other,diploma,yes,good,mixed,medium,moderate,A,high,good,medium
23,other,bca,yes,good,coaching,low,moderate,A,high,good,low
21,other,bcom,yes,average,coaching,high,easy,D,medium,regular,low
20,male,bsc,yes,average,coaching,medium,easy,A,high,bad,high
24,male,bsc,yes,poor,online,medium,moderate,D,high,bad,medium
20,male,ba,no,poor,groupstudy,low,easy,B,high,regular,medium
24,male,bca,yes,good,online,low,hard,C,medium,regular,high
19,other,bsc,yes,good,groupstudy,high,moderate,F,low,bad,low
17,other,diploma,yes,average,online,low,moderate,A,high,regular,medium
17,male,ba,no,good,coaching,medium,moderate,A,high,good,medium
19,female,bca,yes,average,mixed,medium,moderate,A,high,good,high
18,male,bcom,yes,poor,groupstudy,medium,moderate,F,low,good,medium
18,male,btech,no,average,groupstudy,medium,moderate,D,medium,good,high
20,female,ba,yes,good,selfstudy,high,moderate,B,high,regular,medium
24,male,ba,yes,average,groupstudy,low,moderate,F,medium,regular,low
18,other,ba,no,good,selfstudy,high,hard,A,medium,good,medium
18,other,bcom,yes,good,selfstudy,high,hard,C,high,good,low
24,female,bba,yes,average,online,high,moderate,B,medium,regular,low
18,male,bba,yes,good,coaching,medium,hard,C,low,good,medium
23,female,bsc,yes,good,coaching,low,hard,D,low,good,low
21,other,bba,yes,average,coaching,high,moderate,A,medium,good,medium
24,male,bcom,yes,good,coaching,high,hard,A,medium,regular,medium
21,other,bca,yes,average,online,low,easy,A,high,good,high
21,male,ba,yes,average,selfstudy,low,easy,C,high,regular,low
18,male,bsc,no,average,selfstudy,high,easy,D,low,good,medium
21,female,bsc,yes,poor,coaching,medium,moderate,A,high,good,high
22,female,diploma,yes,average,selfstudy,medium,moderate,F,low,regular,medium
24,male,bca,yes,poor,mixed,high,easy,F,low,bad,medium
17,other,bsc,yes,average,online,low,moderate,F,medium,bad,low
18,other,ba,yes,good,mixed,medium,easy,B,medium,good,low
17,female,btech,yes,poor,selfstudy,low,moderate,F,medium,good,low
23,female,bca,no,average,coaching,low,moderate,C,medium,regular,medium
17,male,bca,yes,good,mixed,high,moderate,A,high,good,medium
24,female,bca,yes,good,selfstudy,high,moderate,D,high,regular,low
19,male,ba,yes,good,mixed,medium,moderate,D,medium,good,high
19,male,bsc,yes,good,mixed,medium,hard,A,high,regular,medium
24,other,ba,yes,average,groupstudy,low,moderate,F,low,regular,high
22,female,ba,yes,average,coaching,medium,easy,D,low,regular,medium
21,other,bcom,yes,poor,coaching,high,easy,F,low,bad,medium
24,male,bcom,yes,average,selfstudy,medium,easy,F,low,good,low
23,female,btech,no,poor,selfstudy,medium,moderate,D,low,good,high
22,male,ba,no,poor,online,high,easy,F,medium,good,low
19,male,bsc,yes,poor,selfstudy,medium,hard,C,medium,regular,low
24,other,bca,yes,average,selfstudy,high,hard,D,low,good,medium
22,female,bca,yes,poor,groupstudy,low,moderate,F,low,regular,low
24,female,bba,yes,good,groupstudy,medium,moderate,A,high,good,high
24,other,bsc,yes,good,selfstudy,high,moderate,C,medium,good,low
21,other,bba,yes,poor,groupstudy,low,easy,D,high,good,low
19,male,diploma,no,poor,mixed,medium,moderate,F,low,bad,low
24,female,bba,yes,average,groupstudy,low,moderate,C,high,regular,low
24,other,bca,yes,poor,mixed,high,hard,A,high,good,high
17,male,diploma,yes,good,coaching,high,moderate,A,medium,regular,high
22,other,bca,yes,good,online,high,easy,A,high,regular,high
21,female,bsc,yes,poor,coaching,medium,easy,C,high,good,high
22,male,diploma,no,good,coaching,high,moderate,A,medium,good,low
24,other,bca,yes,poor,selfstudy,medium,moderate,F,medium,regular,medium
19,other,bca,yes,poor,coaching,medium,easy,D,low,regular,medium
24,male,bsc,yes,average,online,medium,easy,B,high,regular,high
22,other,ba,yes,good,online,high,moderate,D,medium,bad,high
17,other,diploma,yes,poor,mixed,low,hard,F,high,regular,low
21,female,diploma,no,poor,selfstudy,high,hard,F,low,bad,medium
18,female,btech,yes,average,coaching,low,moderate,F,low,regular,medium
24,male,bcom,yes,average,mixed,medium,hard,D,medium,regular,high
23,female,bba,yes,average,online,low,hard,B,medium,good,high
24,other,btech,yes,average,groupstudy,low,moderate,C,high,good,high
21,other,bsc,no,poor,online,low,easy,F,low,regular,high
20,female,bba,yes,poor,coaching,medium,moderate,B,medium,bad,high
20,male,bba,yes,average,coaching,low,moderate,A,high,good,high
24,other,btech,yes,poor,selfstudy,high,easy,C,high,regular,low
18,other,bcom,no,good,mixed,medium,hard,A,high,good,high
24,male,bba,yes,good,coaching,high,moderate,B,medium,regular,medium
20,other,diploma,no,poor,selfstudy,medium,moderate,C,high,good,low
21,male,diploma,yes,good,online,medium,easy,C,medium,good,medium
22,other,bcom,yes,poor,groupstudy,medium,hard,F,low,good,medium
17,other,bba,yes,poor,online,medium,moderate,A,high,good,medium
18,female,ba,yes,poor,online,low,hard,F,low,good,medium
18,female,bsc,yes,good,selfstudy,low,hard,D,medium,regular,medium
23,male,ba,yes,average,online,medium,moderate,F,low,regular,high
17,male,btech,yes,poor,online,low,hard,F,medium,regular,low
21,male,btech,yes,poor,mixed,high,hard,C,medium,good,high
17,other,bcom,yes,poor,selfstudy,high,easy,B,high,bad,medium
23,female,bsc,yes,good,groupstudy,low,moderate,D,low,good,high
24,male,bsc,yes,average,mixed,medium,easy,D,low,good,medium
20,female,btech,yes,good,coaching,medium,easy,B,medium,good,high
18,other,ba,yes,average,mixed,low,hard,F,low,regular,high
20,female,btech,yes,average,mixed,low,easy,F,low,good,medium
22,other,bca,yes,poor,groupstudy,high,easy,F,medium,regular,low
22,male,btech,yes,good,selfstudy,medium,moderate,A,high,regular,medium
22,male,bba,yes,good,online,high,easy,A,high,good,medium
21,female,bsc,yes,good,groupstudy,high,moderate,C,medium,bad,medium
22,female,bba,yes,average,mixed,medium,hard,D,medium,good,high
18,other,btech,yes,poor,online,medium,easy,A,high,bad,high
18,other,ba,yes,good,coaching,high,hard,A,high,regular,medium
24,male,bba,yes,average,online,medium,moderate,B,high,regular,low
21,other,bsc,yes,good,online,low,moderate,A,high,good,high
23,male,btech,yes,poor,coaching,high,hard,D,low,good,low
22,female,bba,yes,poor,coaching,low,moderate,F,low,regular,medium
20,other,bba,no,average,mixed,medium,easy,F,medium,bad,low
21,other,bcom,yes,poor,mixed,medium,hard,C,medium,regular,medium
22,male,btech,no,poor,mixed,low,easy,A,high,good,medium
18,female,bcom,yes,good,selfstudy,high,moderate,F,medium,good,high
20,other,bsc,yes,good,groupstudy,low,easy,C,high,regular,high
22,male,bba,no,average,selfstudy,low,moderate,F,high,good,medium
17,other,bcom,yes,average,mixed,medium,moderate,B,high,regular,high
17,female,bcom,yes,good,online,high,hard,A,high,good,medium
18,male,bsc,yes,average,selfstudy,low,moderate,B,medium,good,medium
21,male,bsc,yes,average,groupstudy,high,easy,C,high,good,medium
18,other,bca,no,good,mixed,high,easy,A,high,bad,medium
20,female,ba,yes,poor,mixed,medium,easy,C,medium,bad,high
18,other,ba,yes,poor,selfstudy,low,moderate,F,low,good,high
19,female,bcom,yes,poor,mixed,high,moderate,C,medium,good,high
17,female,btech,yes,good,groupstudy,medium,moderate,C,medium,regular,high
23,other,bca,yes,poor,online,medium,moderate,A,high,bad,high
20,other,bca,yes,poor,mixed,high,moderate,F,low,bad,high
18,male,btech,yes,average,coaching,medium,easy,F,low,regular,high
21,other,diploma,yes,average,groupstudy,low,easy,B,medium,good,high
24,male,bca,yes,good,online,low,easy,B,high,regular,medium
23,other,bca,yes,average,coaching,high,easy,B,medium,bad,low
24,male,ba,yes,average,groupstudy,medium,moderate,B,medium,regular,high
20,female,bba,yes,good,coaching,medium,moderate,A,high,regular,low
19,male,btech,yes,average,mixed,medium,easy,F,medium,bad,medium
19,other,bba,yes,average,selfstudy,high,easy,D,medium,regular,high
19,other,btech,yes,good,selfstudy,medium,easy,D,medium,bad,high
24,other,diploma,yes,average,coaching,medium,moderate,A,high,regular,low
18,female,diploma,yes,poor,coaching,low,easy,F,low,regular,low
23,other,bsc,yes,good,mixed,low,moderate,F,low,good,medium
24,male,ba,yes,average,selfstudy,high,easy,A,high,regular,high
23,female,bba,yes,good,coaching,high,easy,C,low,regular,high
22,other,bca,yes,poor,coaching,low,moderate,D,medium,regular,high
23,female,ba,yes,average,selfstudy,high,hard,D,medium,good,low
17,male,diploma,no,poor,selfstudy,low,moderate,F,medium,bad,high
23,female,bcom,yes,good,selfstudy,low,moderate,A,high,regular,medium
21,female,bcom,yes,average,selfstudy,low,moderate,F,high,regular,medium
24,other,bca,yes,good,mixed,high,easy,C,medium,regular,high
17,other,ba,yes,good,online,high,moderate,F,low,good,medium
24,female,btech,yes,good,mixed,low,hard,B,high,good,low
21,other,bba,yes,poor,groupstudy,medium,moderate,F,low,good,low
17,male,bsc,yes,poor,selfstudy,high,easy,A,high,regular,medium
21,male,bca,yes,poor,coaching,high,moderate,D,low,good,medium
17,female,bca,yes,average,selfstudy,high,moderate,C,medium,regular,high
17,other,bcom,yes,average,coaching,high,easy,A,high,good,medium
